channel_username,message_id,post_url,published_at,text,marketing_status,tags,mapped_courses,course_match_status,evidence_text,classification_note
postypashki_mems,1395,https://t.me/postypashki_mems/1395,2026-08-21T15:54:01+00:00,@postypashki_mems,unknown,uncertain,[],unknown,@postypashki_mems,В text только подпись @postypashki_mems. Наличие и смысл рекламы в медиа не установлены; подпись не превращена в отдельную рекламную кампанию.
algoses,613,https://t.me/algoses/613,2026-08-21T16:01:01+00:00,"Задача с собеседования в Persistent Systems

Инвертирование бита числа x - это выбор какого-либо бита в двоичном представлении числа x и изменение его значения с 0 на 1 или с 1 на 0.
Например, для x = 7 двоичное представление - 111, и мы можем выбрать любой бит (включая ведущие нули, которые не показаны) и инвертировать его. Мы можем инвертировать первый бит справа, чтобы получить 110, инвертировать второй бит справа, чтобы получить 101, инвертировать пятый бит справа (ведущий ноль), чтобы получить 10111, и так далее.
Даны два целых числа start и goal. Верните минимальное количество инвертирований битов, чтобы преобразовать start в goal.

Пример 1:
Input: start = 10, goal = 7
Output: 3
Explanation: Двоичное представление 10 и 7 - это 1010 и 0111, соответственно. Мы можем преобразовать 10 в 7 за 3 шага:
- Инвертировать первый бит справа: 1010 -> 1011.
- Инвертировать третий бит справа: 1011 -> 1111.
- Инвертировать четвёртый бит справа: 1111 -> 0111.
Можно показать, что преобразовать 10 в 7 менее чем за 3 шага невозможно. Следовательно, возвращаем 3.

Пример 2:
Input: start = 3, goal = 4
Output: 3
Explanation: Бинарное представление 3 и 4 - это 011 и 100, соответственно. Мы можем преобразовать 3 в 4 за 3 шага:
- Инвертировать первый бит справа: 011 -> 010.
- Инвертировать второй бит справа: 010 -> 000.
- Инвертировать третий бит справа: 000 -> 100.
Можно показать, что преобразовать 3 в 4 менее чем за 3 шага невозможно. Следовательно, возвращаем 3.

Ограничения:
0 <= start, goal <= 10⁹

НАШ ЧАТ АЛГОРИТМИСТОВ

Решение
И вновь задачка на побитовые манипуляции.
Итак, каждый бит принимает одно значение: 1 или 0. Чтобы преобразовать число start в goal, необходимо инвертировать все различающиеся в одной и той же позиции биты, а совпадающие - оставить на месте. То есть минимальное кол-во инвертирований для преобразования исходного числа в целевое = кол-ву позиций (count), в которых биты двоичных представлений этих чисел различаются.

Чтобы определить различающиеся позиции, применяем оператор XOR (исключающее ИЛИ), сравнивающий два бита:
- если биты одинаковые -> 0
- если биты разные -> 1
start ^ goal даёт значение, в котором единицы стоят в тех позициях, где биты различаются.

Теперь посчитаем кол-во единиц в значении xor, используя побитовый И:
- только если оба бита равны 1 -> 1
- иначе -> 0

Пока xor больше 0 (есть хотя бы одна единица):
- xor & (xor - 1):
При (xor - 1) получаем новое число, в котором самая правая единица инвертируется в ноль, все нули справа от неё - в единицы, а биты слева - не изменяются.
Затем при операции побитового И(&) между этим новым значением и исходным числом:
Биты слева не меняются, так как одинаковы в обоих числах;
Самая правая единица обнуляется;
Все биты справа остаются нулями.
Таким образом, удаляется ровно одна правая единица.

- на каждой итерации увеличиваем count (кол-во единиц в xor) на 1.

Возвращаем count, хранящее кол-во единиц в xor, а значит, минимальное кол-во инвертирований битов.

Сложность
O(k) - по времени (где k - кол-во единиц в xor)
O(1) - по памяти (храним переменные count и xor)

Код
class Solution:
def minBitFlips(self, start: int, goal: int) -> int:
count = 0
xor = start ^ goal

while xor:
xor = xor & (xor - 1)
count += 1

return count

@algoses",non_marketing,,[],none,Задача с собеседования в Persistent Systems,"В доступном тексте нет предложения собственных курсов, акции или продвижения отдельного мероприятия; тематический контент / мем. Обычная подпись «Подписаться» сама по себе не считалась продажей."
postupashki,4699,https://t.me/postupashki/4699,2026-08-22T09:07:01+00:00,"Как жить в общаге

Общежитие - это школа жизни. Здесь вы научитесь ценить тишину, чистоту и адекватных людей. В посте обсудим, как пройти ее с умом и не сойти с ума.

Корпуса
Есть корпуса разного типа на разное количество человек: санузел на весь этаж, санузел на две комнаты, санузел на одну комнату. Очевидно последний вариант намного приятней. Если подсуетиться, то можно выбить лучший вариант у того, кто отвечает за распределение.

Соседи
Можно подсуетится и с выбором адекватных соседей: поспрашивать в чатах абитуриентов, кураторов. Будьте здесь внимательны и пообщайтесь с человеком о том, как он видит ваш совместный быт, но ненавязчиво, можно предложить созвониться и просто пообщаться про учебу и тд. Здесь нам важно выяснить есть ли у него проблемы с гигиеной, есть ли у него проблемы с головой: шизофрения, прл и так далее, да и в целом как он привык решать какие-то конфликтные моменты.

Конфликты
Они точно возникнут. Например, ваш сосед очень общительный и хочет постоянно водить гостей в вашу комнату, а вы человек, который привык к тишине и вас такой поток гостей просто сводит с ума. Здесь не нужно замалчивать этот момент, но и начать что-то требовать тоже не выход. Лучший подход - это сделать соседу комплимент (банально купить кофе или накормить в столовой) и просто сказать, что вас беспокоит и попросить что-то придумать, предложить со своей стороны решения, компромиссы на уровне: ты мне-я тебе. Если будете просто что-то требовать, то вас пошлют. По таким моментам советую классику ""Как заводить друзей и оказывать влияние на людей"".

Сон
В идеале, когда вы с соседями ложитесь в одно время, у вас нет стресса в жизни и соответственно вы высыпаетесь по полной. Если с соседями ложитесь в разное время, то можно сначала попробовать решить этот конфликт по схеме выше, либо попробовать поменять соседей. Хорошим приобретением будут беруши (берите разноцветные в круглом кейсе), маска для сна.
Стреесс - главный враг сна. Стресс же помогают снизить: регулярные занятия спортом (можно даже 2 раза в день), регулярный секс, хорошее питание, прогулки/отдых - короче, здоровый образ жизни! Не советую принимать мелатонин и подобные штуки. Если вы на стрессе и не можете уснуть, то они его никак не сбросят. Лучше всего просто отвлечься и до утра позаниматься лайтовыми делами: почитать лекции.

Еда
В столовой скорее всего будет не очень вкусно и просто дорого, а на сосисках и гречки долго протянуть не получится. Поэтому нужно научиться крафтить базовые блюда: варить макароны, крупы и тушить мясо/рыбу, а также зелень/овощи по вкусу. Для вдохновения можно посмотреть кулинарные уроки Максима Тесака.
Если кухня у вас на целый этаж, то кухонную зону можно организовать в комнате: скинуться с соседями на холодильник, микроволновку, плитку и так далее. Все это можно взять и БУ в комиссионном магазине или на Авито за копейки.
Также нужно приучить себя сразу мыть посуду, убирать за собой крошки, кухонную зону, иначе в вашей общажной жизни очень быстро появятся такие кенты как тараканы/муравьи.

Уборка
Нужно научиться стирать и гладить вещи, разобраться какие есть режимы/функции у стиральной машикнки и средства для стирки (гель, порошок, капсулы). Это нужно, чтобы банально не испортить вещи. Также полезный навык постирать что-то быстро на руках: нижнее белье, футболки.
Еще конечно же регулярно делать влажную уборку, чтобы в вашей жизни не появлялась тарканов/муравьев.

Желаю успехов в первых шагах к самостоятельной жизни. Еще больше советов по взрослой жизни, начале карьеры в нашем канале ""Поступашки - ШАД, Стажировки и Магистратура"".

Подписаться: @postypashki_old",candidate,other;uncertain,[],none,"Желаю успехов в первых шагах к самостоятельной жизни. Еще больше советов по взрослой жизни, начале карьеры в нашем канале ""Поступашки - ШАД, Стажировки и Магистратура"".","Общий брендинговый / содержательный CTA направляет в другой канал или открытые материалы Поступашек. Это кандидат привлечения к сети, но не предложение конкретного продукта XLSX. Тематические термины не считались названиями курсов. Школьное направление: связь с взрослыми продуктами XLSX не установлена; не переносить активность на них."
postypashki_old,1859,https://t.me/postypashki_old/1859,2026-08-22T10:19:48+00:00,"Выходим на новый уровень с линейкой 1️⃣1️⃣1️⃣

Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист.

Для этого мы запускаем ПРО — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов — пишите менеджеру

📎Курсы ПРО подойдут тем, кто:

— уже знает основы и хочет глубже разобраться в своей специализации
— хочет перейти с junior на middle и расти дальше
— готовится к собеседованиям на более сильные позиции
— хочет сменить роль и добрать недостающие навыки
— уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций

➡️Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги
➡️Курс длится 6 недель: теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор.

Открываем сразу 5 направлений:

➡️Аналитика ПРО
Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML.

➡️ML ПРО
Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование.

➡️Backend ПРО
Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы.

➡️Алгоритмы ПРО
Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов.

➡️ИИ-агенты ПРО
Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём 5 собственных AI-агентов и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем.

В программу всех курсов войдет:
🔵закрытый банк вопросов с интервью топовых бигтехов
🔵разбор ближайшей стажировки в Т-банк и Яндекс
🔵mock-собеседования с обратной связью
🔵рефералка в бигтех после защиты пет-проекта
🔵карьерная стратегия: резюме, поиск вакансий, подготовка к HR секциям

💰Бонус для всех записавшихся - курс про поиск валютной удалёнки и работы за рубежом в подарок",confirmed,sale;launch;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,Открываем сразу 5 направлений:,Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.
chad_protocol,523,https://t.me/chad_protocol/523,2026-08-22T16:30:45+00:00,"Сходил на собеседование в Plata Предложили интересную задачу: помочь Олегу-джану безопасно заняться любовью с тремя девушками, имея только два презерватива. Смотрим! Смотрим! По ссылке:

https://www.youtube.com/shorts/wY2LgEMZxng",candidate,other;uncertain,[],none,"Сходил на собеседование в Plata Предложили интересную задачу: помочь Олегу-джану безопасно заняться любовью с тремя девушками, имея только два презерватива. Смотрим! Смотрим! По ссылке:",Потенциальное продвижение собственного контента / репутации; в тексте нет достаточного подтверждения продажи или конкретного курса. Содержание внешнего видео не исследовалось.
postypashki_old,1860,https://t.me/postypashki_old/1860,2026-08-23T08:51:41+00:00,"Анализ айти рынка

В чате очень часто просят поделиться экспертизой по стоянию айти рынка на сегодняшнее время. Грубо говоря, к чему готовиться и что делать. В посте обсужу паттерны и тенденции, которые вижу я на опыте наших студентов и выпускников.

От новичков требуют 2x
Классический дэмпинг грейда: нанимаем миддла по цене стажера. Поясню на примере. Года два назад на вакансию того же мл стажера требовали классический мл и элементы DL. Сейчас же такие вакансии есть, но их прям очень мало. Теперь нужно знать теорию по рекомендательным системам, матчингу, MLOps, ранжированию и так далее. А еще будет плюсом знания архитектуры, вывод модели в прод или знания аналитического стека (АВ тесты, дашборды и тд). И такая тенденция для новичков не только в мл, но и в аналитике, бэкенде.

Я связываю это с такими моментами:
1. Банально стало меньше денег и как-то нужно оптимизироваться. Можно уволить дорогих спецов с низкими оценками на код ревью и нанять дешевых.
2. К тому же, сейчас есть нейросети и, скажем, тот же стажер аналитик спокойно сможет собрать витрину данных. Зачем нам под это нанимать дата инженера или какого дата специалиста.
3. В крупные компании и так хороший поток кандидатов, поэтому не тянешь ты - потянет кто-то другой. Вакансий меньше, а вкатунов больше. Сейчас рынок работодателя.
4. Эффект протоптанной дорожки. Средний уровень кандидатов вырос. Сейчас заботать какую-то тему намного проще, чем года два назад. Полно материалов, курсов и чат гпт, который поможет быстро во всем сориентироваться.

Стажер и джуниор позиций стало меньше
Эта тенденция не противоречит предыдущей. В целом нанимать стажеров/джунов и растить их до старших грейдов - недешевое удовольствие. Такое сейчас могут позволить только крупные компании. Но при этом вакансий на миддла на порядок больше. Особенно нанимают с перспективой поднять на сеньора или лида. Так как последние активно перетекают зарубеж. Здесь бы я советовал при крепкой базе знаний подаваться сразу на миддла, особенно если есть хорошее образование: топовая мага/ШАД. В такой ситуации можно даже не стесняться ""крутить опыт"", но без криминала с подделкой документов.

Тренд на зарубеж
Когда добиться повышения внутри компании стало сложнее, много специалистов, особенно старшие грейды смотрят на возможность зарабаывать в валюте. И это стало намного проще. Очень много компаний с российскими корнями, которые продолжают нанимать знакомых им специалистов из СНГ. Кроме этого зарубежом появилось куча стартапов (тех же AI стартапов), аутстаффов, для которых валютная удаленка в крипте вполне нормальное явление. Работа на зарубежную компанию привлекает не только доходом в валюте, но и перспективой роста как специалиста. Рынок труда очевидно за рубежом шире: больше компаний, есть компании разного масштаба, можно попробовать стек и технологии, которые для локальных российских компаний просто неактуальны и невыгодны. Как же вкатиться в валютный доход, рассказываем на наших курсах ПРО в соответствующем блоке.

Поливоркинг
Мир в целом сейчас нестабилен, никто не застрахован от сокращения, и все стараются иметь не один источник дохода, а несколько. Да, это непросто, но что поделать. Специалисты старших грейдов с большим опытом могут совмещать по две работы на тех же валютных удаленках. Но начинающим специалистам - это будет прям очень трудно. Сначала нужно со всем разобраться на одной работе, а потом пробовать тянуть вторую, иначе выгорание гарантировано. Начинающим специалистам я бы советовал инвестировать свое время не в поиски второй работы, а больше в свое образование и изучения новых стеков, технологий: курсы, дополнительное образование (ШАД, ААА, мага) или просто подработка из смежной сферы, которая вас развивает.

ИИ агенты
Их хотят внедрить все компании: от стартапов до бигтехов. Отсюда хайп на инженеров, умеющих собирать ИИ-агентов, офферы улетают за пару недель. Но ценность направления не только в общей лихорадке. Агенты реально позволяют сильно оптимизировать работу: автоматизировать рутину, собирать информацию и помогать с кучей других процессов. По итогу высвобождается больше времени, которое можно употребить на более сложные задачи, дополнительные проекты или вообще вторую работу. Советую не игнорировать тему ИИ агентов и ковать железо, пока горячо. Как их нормально собирать, подключать к инструментам и превращать из игрушки в рабочую систему, будем разбирать на нашем новом курсе ""ИИ-агенты ПРО"". Ниже отзыв на преподавателя нашего курса, Макара.

Короче, рынок охлаждается, конкуренция растет, а требования все выше. Но это не время для паники. Это время для, чтобы вкладываться в свои навыки и фундамент, не топтаться на одном месте.

Подписаться: @postypashki_old",confirmed,launch;native,"[""AI агенты""]",explicit,"абочую систему, будем разбирать на нашем новом курсе ""ИИ-агенты ПРО"". Ниже отзыв на преподавателя нашего курса, Макара.",Прямо предложен новый курс «ИИ-агенты ПРО»: языковой вариант ИИ / AI приведён к единственному названию AI агенты в XLSX. Общий карьерный блок ПРО не превращён в подтверждение остальных курсов.
postypashki_old,1861,https://t.me/postypashki_old/1861,2026-08-23T08:51:51+00:00,,unknown,uncertain,[],unknown,,"Исходное text=null: отсутствует текст / подпись. Медиа не дано, его смысл и продукт неизвестны. Строка сохранена."
chad_protocol,524,https://t.me/chad_protocol/524,2026-08-23T10:05:55+00:00,"Зарубеж: куда можно уехать и как там работать 🌍

Работа за границей - это не обязательно история про ""найти местную компанию, получить оффер и навсегда переехать"".

Есть несколько разных сценариев: можно поступить в зарубежный вуз, найти там стажировку, устроиться в международную компанию или работать удалённо и жить в другой стране.

Один из таких вариантов - digital nomad, или цифровой кочевник.

Цифровой кочевник - человек, который работает удалённо и может жить в другой стране, не устраиваясь к местному работодателю.

Для этого некоторые страны выдают специальные визы. Обычно требуют:

✖️удостоверение личности (загран);
✖️контракт с работодателем или клиентом за пределами страны;
✖️подтверждённый доход определённого размера.

Условия зависят от страны: где-то достаточно подтвердить доход и удалённую работу, где-то нужны дополнительные документы.

Где есть визы цифрового кочевника

Для граждан СНГ такие визы выдают, например:
Европа: Венгрия, Греция, Испания, Мальта, Норвегия, Португалия.
Америка: Аргентина, Бразилия, Коста-Рика, Мексика, Панама.
Другие направления: Грузия, ОАЭ, Маврикий, Сейшельские острова, Каймановы острова, Кюрасао, Доминика, Антигуа и Барбуда, Багамские острова.
Список и условия могут меняться, поэтому перед переездом всегда нужно проверять актуальные требования!

А если специальная виза не нужна?
Есть страны, куда граждане РФ могут въехать без визы или получить визу по прибытии.
Причём в некоторые страны можно попасть даже без загранпаспорта:

🇦🇲 Армения — до 180 дней
🇧🇾 Беларусь — до 90 дней
🇰🇿 Казахстан — первые 30 дней без регистрации
🇰🇬 Кыргызстан — первые 30 дней без регистрации

Если есть загранпаспорт, вариантов становится гораздо больше.
Например:

🎉 Грузия — до 360 дней
🇲🇽 Мексика — до 180 дней

До 90 дней:
Азербайджан, Аргентина, Багамы, Бразилия, Гондурас, Египет, Израиль, Катар, Колумбия, Куба, Македония, Марокко, Молдова, Никарагуа, ОАЭ, Парагвай, Перу, Саудовская Аравия, Тунис, Уругвай, Чили, Эквадор, ЮАР, Ямайка и другие.

До 60 дней:
Маврикий, Турция, Узбекистан, Южная Корея.

До 30 дней:
Барбадос, Вануату, Индонезия, Иордания, Коста-Рика, Макао, Малайзия, Монголия, Сейшельские острова, Сербия, Филиппины, Черногория, Шри-Ланка, Китай.

Но есть важный нюанс
Безвизовый въезд не означает автоматически право работать. Можно приехать в страну на 30, 60 или 90 дней как турист, но это не значит, что можно легально устроиться там в местную компанию.

Поэтому если цель - именно работа и переезд, нужно отдельно смотреть:
✖️какую визу можно получить;
✖️разрешена ли по ней работа;
✖️нужен ли ВНЖ;
✖️какой доход нужно подтвердить;
✖️как устроены налоги;
✖️какие документы потребуются.

И здесь как раз начинается самая интересная часть зарубежки: не просто выбрать красивую страну, а понять, какой маршрут подходит именно тебе.

Можно начать с учёбы, можно с удалённой работы, можно искать стажировку или сразу выходить на международный рынок труда.

Еще больше информации будет на новом потоке наших курсов ПРО, где добавили большой блок, как работать зарубежом и получать доход в валюте.

Если тема зарубежки интересна - ставь 🔥 и пересылай пост тем, кто тоже присматривается к работе за границей.

Подписаться: @chad_protocol",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"Еще больше информации будет на новом потоке наших курсов ПРО, где добавили большой блок, как работать зарубежом и получать доход в валюте.",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.
algoses,614,https://t.me/algoses/614,2026-08-23T14:09:54+00:00,"Зачем нужны продвинутые алгоритмы

Идет набор на наши курсы ПРО. Самое время обсудить, зачем нужен наш курс алгоритмы про.
➡️ Записаться

Олимпиады и магистратуры
Почти на любую школу/стажировку/магистратуру вы пишете контесты, уровень этих контестов меняется каждый год, уже в последнем контесте яндекса на стажировку вы можете увидеть продвинутые оптимизации ДП и MITM. Во всякие ШАДы и так понятно, что контесты требуют высокой подготовки и большой насмотренности по алгоритмам. А также всё чаще встречаются ивенты/олимпиады для студентов (например yandex cup/турниры от fonbet/чемпионат от мтс) и старше по олимпиадному программированию, за которые можно получать денежные призы/бви в магистратуры/ фасттреки в сильнейшие бигтехи или хфт конторы.

FAANG+
В зарубежные компании куда сложнее отбор, зачастую там отбор состоит из 3-4 собеседований, а пару алгоритмических тем не хватит чтобы пройти эти собеседования. Там значительно объемнее алгоритмический багаж, который требуется для решения задач, и даже умения решать хард задачи на литкоде не хватит на проход. Например наш выпускник Максим (отзыв на сайте) прошел все этапы собеседования в гугл и уже окончил intern swe стажировку с зарплатой 8000$ в месяц. На самом собеседовании он как-раз решал задачу на битовый бор, который мы разбирали на первом уроке.

Computer Science
У многих компаний бигтеха есть свои лаборатории, в которые они направляют задачки, возникшие в процессе разработки в проде, которые не имеют решений в настоящее время. Например в т-банке есть лаборатория cs, где работает один из наших учеников Игорь. Что оптимизирует: курьеры получают на день некоторое количество заказов, а компания должна придумать сразу оптимальное разбиение всех заказов по курьерам и их маршруты так, чтобы минимальное количество топлива было затрачено на их сумму минимальных путей (почти что TSP задача). Лаборанты по большому счету работают там над теорией алгоритмов, придумывают эффективную идею и тестируют её на синтетических данных, а уже потом предложенную идею отправляют в прод. Здесь полноценный ресерч, вы должны не просто уметь хорошо решать задачи, но и должны знать большое количество алгоритмов и идей.

HFT
Даже в фонды среднячки нужна серьезная алгоритмическая подготовка, недавно мы узнали, что наш ученик Артем (смотрите на сайте), как раз устроился через пару месяцев после курса по алгосам в Fast Forward. А ранее ему дали задачу на собеседовании в Spectral рейтинга 2000 на кфе, и эту секцию он легко прошел. В хфт есть несколько направлений SWE, QR и Trader. На каждое из этих направлений нужны очень сильные алгоритмы. Отчасти стэк технологий трейдера и задачи его покрывают qr и swe, поэтому рассмотрим потребность в алгоритмах от его лица. Всё сказанное про ML и Бэк верно и для него, но только требуется еще более глубокое понимание всего. Например здесь же уже нужно понимать как реализованы внутри модели, какие структуры они используют, как их оптимизировать, а также и сами нюансы внутренние у реализаций библиотек. Здесь также и требуется иметь навыки бэкендера, но тут уже нужно глубокое понимание языка (чаще всего плюсов) на уровне количества инструкций в той или иной среде для какой-либо операции, а также нужно отлично знать алгоритмы и уметь их применять (последнее вдвойне ценится). Тут уже зачастую недостаточно придумать асимптотически наилучшее решение, нужно искать кучу неасимптотических оптимизаций для частных случаев данных.

Подписаться: @algoses",confirmed,sale;native,"[""Алгоритмы про""]",explicit,"Идет набор на наши курсы ПРО. Самое время обсудить, зачем нужен наш курс алгоритмы про.
➡️ Записаться","Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж."
postypashki_old,1863,https://t.me/postypashki_old/1863,2026-08-23T16:20:03+00:00,"Полный цикл собесов на Go-разработчика в Авито

В посте разберемся, как на самом деле устроен наём в Авито. Свёл официальный плейбук компании с внутренними методичками для интервьюеров по техническим секциям, которые предоставили наши выпускники. Получилась такая роудмапа: 4-5 встреч от первого созвона до оффера, и на каждом этапе могут разбить на несколько созвонов.

Этап 1. Звонок с рекрутером
Тут все по классике: обсуждение опыта, ожидания от новой работы, причины смены места. Можно и нужно закидывать встречные вопросы про команду и процессы - лучше перед этим с манифестом ознакомиться, так будешь выглядить подшаренным, что +реп дает.

Этап 2. Скоринговое интервью
30 минут в Zoom по техничке, но без лайвкодинга. Спрашивают несложные вопросы: по алгоритмам и структурам данных, языку программирования, HTTP, SQL, Git, Unix. Легкий фильтр перед тем, как тратить 2-3 часа на полноценную техничку, тут просто нужно готовиться по теории, ничего страшного здесь нет.

Этап 3. Техническое интервью
2-3 часа, реальный лайвкодинг на их платформе. Две обязательные секции плюс одна опциональная.

""Программирование"" - общая для любого стека часть на алгоритмы и сложность, причём библиотечными функциями пользоваться нельзя, только руками. Час времени, easy/medium задачки, уровень определяют по чёткой сетке: от ""не решил ни одной задачи"" до ""решил всё оптимально, без подсказок, ещё и объясняет вслух"". В целом, если вдруг твой код не компилиться из-за синтаксической ошибки например, но ты объяснил свой код, то на это скорее всего закроют глаза просто. Реальные задачи в файле.

""Платформа"" - уже под Go: указатели, горутины, каналы, context, сеть. Классика - горутины в цикле, которые ищут максимальное чётное число. Подробнее в файлике.

""Проектирование"" - опциональная, идёт последней и только при успешном прохождении первых двух. Главный дифференциатор для выхода на грейд E5 и выше. Дают кейс вроде ""спроектируй доску объявлений"" или условие под конкретную команду, интервьюер играет заказчика и оценивает не столько итоговую схему, сколько ход рассуждений: начинают с простого варианта, а если остаётся время - усложняют требования. Рисуют в Draw.io, Miro, Whimsical или Excalidraw - стоит заранее зарегистрироваться и освоиться с инструментом, а не разбираться в интерфейсе на самом интервью.

Этап 4. Финальное интервью
Час с нанимающим менеджером и рекрутером. Уже не про код, а про мотивацию, soft skills и culture fit. Расскажут, чем занимается команда и как устроены процессы, а сами посмотрят, комфортно ли вам друг с другом и совпадают ли взгляды с ценностями команды.

Этап 5. Оффер
Письменно или на коротком созвоне. Если не прошли отбор, дают обратную связь, а на техническое интервью можно попробовать зайти повторно через полгода.

Подробней с задачами в прикрепленном файле, все это закрывается на наших курсах. Отзывы о прошлом наборе на курс Бэкенд ПРО здесь и ниже (ставьте бананы).
➡️ Записаться

Подписаться: @postypashki_old",confirmed,sale;native,"[""Backend про""]",explicit,"Подробней с задачами в прикрепленном файле, все это закрывается на наших курсах. Отзывы о прошлом наборе на курс Бэкенд ПРО здесь и ниже (ставьте бананы).
➡️ Записаться","Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж."
